@relation SEA
@attribute x real
@attribute y real
@attribute z real
@attribute class {n,p}

@data
1.412,0.049,4.673,n
3.324,1.001,3.349,p
0.396,5.699,3.129,p
2.548,2.775,5.009,p
3.769,2.447,8.425,p
5.988,0.831,4.960,p
5.178,2.220,9.120,p
9.160,3.550,5.403,n
1.715,8.932,6.353,n
8.423,3.157,1.792,n
4.660,8.778,5.457,n
4.386,6.362,4.890,n
4.636,4.938,6.316,n
9.236,4.038,7.147,n
6.136,1.657,2.099,n
3.915,0.189,1.238,p
8.531,4.176,1.387,n
2.907,0.223,3.634,p
1.804,4.847,5.495,p
1.916,1.850,5.677,p
1.755,3.839,1.555,p
9.201,1.153,5.287,n
3.237,0.595,1.251,p
0.426,4.812,9.669,p
0.807,7.581,8.857,n
2.122,6.203,0.011,n
2.665,1.596,7.421,p
6.577,6.167,1.642,n
0.083,6.419,3.764,p
6.349,5.404,1.537,n
4.330,1.898,3.909,p
9.714,7.570,5.786,n
8.216,7.893,1.416,n
0.837,1.826,4.912,p
2.025,1.675,2.231,p
8.595,3.880,6.999,n
6.129,4.006,7.906,n
2.655,0.573,2.131,p
6.393,0.467,8.594,p
2.395,1.971,0.310,p
7.467,2.206,5.713,n
9.735,6.907,2.807,n
5.242,4.005,5.574,n
4.534,1.722,8.649,n
9.526,1.720,1.402,p
9.497,4.500,2.705,n
4.822,8.438,9.023,n
5.620,6.128,2.232,n
4.384,7.240,3.933,n
1.478,1.775,1.752,n
2.179,6.940,0.982,n
4.416,1.693,3.615,n
7.741,2.649,9.674,n
3.539,3.549,6.601,p
5.766,2.754,1.748,n
2.620,2.442,6.324,p
6.745,6.795,6.541,n
3.147,1.718,3.687,p
6.998,9.442,9.901,n
5.751,0.886,1.038,p
1.803,3.609,8.844,p
3.693,4.156,5.475,p
8.418,8.094,9.153,n
5.256,0.771,6.221,p
3.306,2.433,0.319,p
2.942,9.343,0.247,n
3.222,1.309,8.061,n
9.540,7.738,5.576,n
0.173,5.543,9.874,p
1.381,6.635,9.928,n
4.533,2.637,3.344,n
5.409,0.076,1.147,p
4.340,3.594,4.410,p
4.362,0.853,5.895,p
2.920,0.663,6.735,p
6.796,7.256,5.304,p
7.741,7.758,1.827,n
9.500,5.222,0.175,n
4.581,2.152,3.680,n
1.655,9.686,2.028,p
0.466,3.275,4.817,p
4.450,0.485,4.651,p
3.440,1.963,8.132,p
1.234,2.253,7.381,n
6.078,3.799,2.032,n
2.049,3.828,7.986,p
6.331,6.403,7.270,n
7.813,7.009,9.747,n
2.970,7.581,2.566,n
5.953,3.896,0.349,n
3.813,0.962,5.445,p
9.432,6.824,7.592,p
4.256,0.319,9.661,p
4.740,4.774,6.587,n
1.212,1.181,5.567,p
7.810,4.563,3.724,n
5.470,6.269,6.702,n
0.607,3.508,2.046,p
4.041,9.490,0.423,n
0.466,8.701,7.647,n
7.158,5.933,3.864,n
1.226,8.686,8.107,n
0.684,0.543,0.265,p
9.605,4.083,8.926,n
4.517,4.391,0.132,p
7.710,7.842,2.046,n
8.623,3.188,2.539,n
0.108,3.790,0.680,p
1.945,3.093,7.870,p
0.744,0.651,2.621,p
3.653,8.495,6.495,n
4.566,0.631,5.917,p
4.748,1.423,9.061,n
8.067,2.075,8.581,n
3.889,0.903,3.554,p
2.164,0.929,8.598,p
9.072,8.520,7.664,n
4.099,2.800,9.204,n
1.091,4.122,9.440,p
9.726,0.514,8.366,n
0.084,4.564,7.000,p
1.447,3.831,8.558,p
3.790,6.168,6.706,n
6.541,7.373,4.755,n
1.657,6.293,6.801,p
6.489,9.651,5.929,n
7.213,9.000,2.780,n
1.740,6.090,9.100,p
8.581,1.246,1.787,p
1.753,8.442,9.366,n
5.153,6.632,7.722,n
0.112,7.119,5.434,p
1.686,5.718,0.915,p
1.107,4.224,8.529,n
0.151,6.839,0.458,n
3.222,2.583,5.960,p
2.257,9.361,6.586,n
0.101,3.404,0.475,p
5.194,0.645,9.371,p
9.550,1.428,0.535,n
2.141,3.603,0.838,p
8.534,4.655,5.718,n
2.125,1.323,5.831,n
2.439,2.153,3.531,p
5.998,6.216,3.298,n
3.490,2.706,4.007,n
2.264,0.485,7.457,p
0.476,6.689,6.465,p
5.601,2.025,8.139,p
4.060,2.125,8.495,p
2.283,7.664,9.233,n
1.393,9.261,5.729,n
6.275,4.489,6.195,n
0.939,2.161,4.512,p
5.832,1.443,3.567,p
6.539,7.405,3.295,n
4.281,0.555,8.570,p
8.521,2.830,2.828,n
0.991,0.363,3.142,p
3.680,3.516,7.592,n
0.389,4.317,7.304,p
9.552,4.110,0.008,n
4.192,3.059,8.425,n
3.080,2.571,0.603,p
7.298,5.281,3.565,p
0.629,6.248,5.924,p
4.266,7.734,0.093,n
8.179,5.149,2.937,n
8.200,7.699,5.032,p
0.636,0.997,3.179,p
1.542,5.473,8.980,p
9.047,3.787,1.682,n
7.503,6.239,2.745,n
0.040,7.883,2.719,p
4.379,0.598,1.220,p
4.676,8.187,4.337,n
3.584,6.689,9.071,n
3.333,6.417,3.970,n
0.287,9.477,7.994,n
0.783,6.532,5.222,p
0.490,5.220,0.459,n
8.049,0.789,6.403,n
9.779,5.234,9.001,n
3.330,5.643,0.229,n
1.658,4.963,0.873,p
8.573,2.251,0.179,n
2.107,8.928,4.410,n
4.588,7.442,3.597,n
3.355,1.880,5.792,p
2.957,3.310,2.464,p
7.828,0.903,1.983,n
2.408,4.699,4.549,p
1.055,6.601,6.738,p
4.144,8.222,0.345,n
0.721,3.681,6.413,p
5.303,9.383,4.666,n
7.790,0.888,4.561,n
0.175,3.939,4.365,p
4.434,9.090,3.838,n
0.889,8.122,2.426,n
1.445,8.941,0.019,n
2.030,7.346,0.600,n
7.690,9.286,5.450,n
6.654,3.777,5.506,n
8.862,1.507,9.441,n
5.631,7.139,4.071,n
8.246,4.243,2.985,n
8.760,8.486,3.018,n
2.673,1.281,6.669,n
8.292,3.604,5.122,n
8.153,1.111,7.586,n
3.473,0.040,3.187,p
6.138,4.504,3.997,p
1.996,4.363,8.109,p
8.584,3.806,3.743,n
5.725,1.841,0.818,p
1.308,2.171,0.159,p
1.596,9.542,2.977,n
1.877,9.793,2.346,n
9.373,7.621,3.752,n
7.207,7.837,5.644,n
0.166,4.066,0.865,p
2.376,5.024,0.180,p
4.555,9.955,4.402,n
5.496,0.351,4.513,p
1.960,9.932,4.300,n
0.042,0.568,2.704,p
9.384,2.000,4.813,n
8.247,6.629,6.238,n
2.986,5.966,6.605,n
1.750,4.983,7.462,p
1.681,7.723,2.647,p
1.719,3.530,7.485,p
4.308,6.032,1.454,n
8.114,0.828,0.547,n
0.319,1.624,3.031,p
7.239,8.709,3.251,n
0.987,4.552,1.541,p
0.002,8.940,1.317,n
2.068,8.610,9.048,n
0.907,2.240,7.453,n
0.951,2.790,5.513,p
6.880,3.222,3.763,n
1.297,1.128,3.228,p
6.717,2.436,5.919,n
9.294,8.586,9.278,n
7.126,0.590,6.205,p
3.372,8.412,3.437,n
8.181,0.993,5.849,n
6.077,4.993,9.038,n
6.298,1.335,5.687,p
1.912,3.588,7.834,p
7.881,1.576,1.942,n
3.052,0.349,3.844,p
6.174,4.588,3.425,n
4.620,3.250,9.196,p
6.026,9.251,1.013,n
4.338,1.728,6.566,p
0.401,4.564,4.302,p
8.313,0.550,9.824,n
2.419,0.803,2.580,p
5.908,5.630,1.454,n
4.355,3.276,2.182,p
3.605,4.981,1.605,n
4.284,8.926,9.858,n
3.952,2.869,1.252,n
3.252,5.421,9.671,n
3.182,4.233,9.891,p
2.899,3.789,2.593,p
5.452,7.720,8.367,n
6.458,6.634,5.588,n
5.365,1.219,0.460,p
1.146,1.922,1.458,p
4.525,1.854,9.870,p
1.631,7.304,3.630,n
0.239,0.451,9.769,p
7.940,8.235,2.376,n
0.184,8.904,6.399,p
0.009,2.567,1.011,p
2.515,1.619,3.719,p
3.406,1.516,5.534,p
0.527,0.498,0.718,p
5.021,1.511,1.662,p
4.753,6.033,2.840,n
7.422,8.801,1.357,n
1.450,1.277,9.332,p
7.134,4.778,2.249,n
4.551,5.496,8.585,p
3.677,2.894,0.282,p
6.193,9.647,9.443,n
1.717,7.639,5.695,n
2.975,4.067,4.181,n
6.790,5.725,2.342,n
3.233,2.335,8.096,p
6.625,2.516,5.051,n
1.195,4.820,6.697,p
3.006,0.385,5.415,p
5.736,0.802,8.478,p
2.684,2.162,6.427,p
3.314,4.529,7.059,p
0.004,6.693,9.284,p
4.443,0.039,9.004,p
4.887,7.312,3.538,n
0.169,9.525,0.312,n
5.868,2.059,1.996,p
1.657,3.601,4.296,n
8.948,0.946,3.465,n
9.012,4.093,9.185,n
2.260,9.664,8.021,p
7.498,2.149,1.403,n
1.175,1.362,6.965,p
1.501,3.974,1.522,p
3.402,2.584,7.358,p
7.200,5.165,5.621,n
6.902,0.050,5.609,p
2.264,4.990,3.926,p
0.445,5.523,0.140,p
0.703,3.536,8.366,p
0.781,6.248,8.879,p
0.257,3.480,2.728,p
4.165,3.143,1.673,p
5.937,1.257,1.566,n
2.236,8.618,9.632,p
1.512,5.818,1.268,p
4.105,6.274,4.682,n
8.301,6.283,5.716,n
9.088,1.726,4.394,n
3.053,3.040,0.188,p
6.969,0.222,8.402,p
4.374,4.117,3.176,n
9.426,0.243,6.350,n
1.327,1.901,5.657,p
0.373,0.802,9.557,p
9.007,4.914,6.853,p
5.124,5.959,5.165,n
8.729,8.399,3.072,n
2.276,1.603,7.714,n
8.685,5.437,4.544,n
2.395,8.698,6.177,n
4.301,6.695,8.914,n
4.354,2.520,6.143,p
9.226,8.009,7.188,n
1.004,5.388,6.380,p
3.031,1.151,0.455,p
3.857,8.649,4.716,n
1.119,1.558,0.532,p
0.250,0.951,6.908,p
4.613,1.856,7.377,n
0.691,1.289,9.173,p
9.717,0.326,1.897,n
1.772,5.622,1.621,p
8.470,6.921,1.485,p
7.925,6.730,2.839,n
0.050,4.596,6.774,p
6.037,2.156,0.066,n
1.992,6.798,4.878,n
8.349,4.640,7.045,n
1.161,5.542,6.384,p
2.586,3.633,6.399,p
2.552,8.170,6.429,n
4.737,4.888,9.042,n
6.023,5.843,8.142,n
9.031,9.937,2.952,n
3.376,4.213,0.555,p
6.459,5.605,2.287,n
3.929,0.141,8.659,p
5.166,5.524,8.442,n
6.433,1.281,5.573,p
3.670,2.829,3.202,n
9.862,5.223,8.924,n
3.435,1.977,1.293,n
9.317,6.861,2.749,n
0.555,4.095,9.164,p
4.693,0.155,9.401,p
0.098,9.716,4.585,n
3.441,0.453,3.449,p
0.081,1.602,4.446,p
3.721,0.765,2.389,p
1.944,5.390,0.378,p
1.972,6.008,5.101,p
8.032,5.398,2.309,p
0.991,2.281,1.155,p
6.171,5.447,5.759,p
8.821,7.939,1.815,p
1.705,1.455,3.652,p
9.060,8.941,7.135,n
1.057,9.364,1.949,n
9.096,3.821,1.742,n
5.312,0.659,7.367,p
5.438,1.419,5.614,p
3.410,7.593,2.647,n
0.616,2.565,1.371,p
1.728,0.117,5.267,p
2.055,5.035,0.479,p
2.279,3.588,7.035,p
0.457,2.891,5.404,p
9.553,8.566,5.806,n
2.965,7.814,3.596,n
6.759,6.310,8.542,n
2.815,5.231,0.657,n
0.888,5.333,7.536,p
1.747,3.087,2.154,p
3.382,2.067,5.253,p
2.071,8.343,4.318,n
5.694,8.444,8.110,n
3.365,9.412,7.585,n
6.578,9.173,9.980,n
8.626,2.950,1.870,n
9.867,9.150,8.423,n
0.461,7.633,2.370,n
8.758,9.664,4.385,n
1.607,6.396,7.974,n
8.414,0.196,8.438,n
4.333,7.463,4.443,n
5.582,0.113,6.851,p
8.529,9.507,0.828,n
1.779,3.301,8.251,p
3.029,1.336,3.242,p
1.663,6.278,5.075,p
7.714,2.489,8.418,n
0.607,6.238,9.358,p
8.697,8.245,6.613,n
2.252,3.010,4.224,p
5.000,9.045,2.250,n
0.403,3.527,0.988,p
7.534,7.632,7.993,n
4.554,6.473,2.696,n
0.967,9.622,5.919,n
2.405,2.184,4.598,p
3.858,7.325,9.725,n
5.207,1.988,0.682,n
4.360,6.938,9.359,n
2.677,4.828,5.214,p
0.118,0.345,1.333,p
3.335,2.284,6.942,p
3.935,4.342,0.571,n
1.141,1.543,9.767,p
4.203,8.141,5.624,n
1.817,3.888,9.127,p
6.875,0.102,9.341,p
7.313,9.574,7.332,n
6.538,9.899,8.988,n
2.586,4.725,0.904,p
1.830,2.389,6.416,p
1.544,8.740,8.143,n
1.349,6.754,8.332,n
2.130,4.605,5.922,p
2.799,0.616,2.054,n
0.258,3.139,2.038,p
4.368,4.235,6.127,n
5.458,6.002,1.106,n
3.754,4.643,9.661,n
3.268,7.831,7.446,n
3.463,5.039,3.227,n
3.137,2.693,0.808,p
5.017,0.571,0.539,n
3.888,2.907,0.403,p
4.263,3.244,5.050,p
7.900,2.576,8.482,n
7.743,2.513,8.810,n
1.765,4.844,0.237,p
3.297,3.221,6.790,p
2.151,1.965,8.666,p
0.550,2.034,2.984,p
5.356,0.930,6.080,p
1.225,0.653,0.246,p
5.267,0.770,6.176,p
5.921,6.355,1.126,n
0.422,9.702,4.751,n
3.699,5.337,9.357,n
8.111,5.931,1.822,n
5.016,2.955,0.095,p
5.220,1.216,4.323,n
6.529,8.937,4.435,n
4.660,6.474,4.167,n
9.225,3.471,7.792,n
0.029,7.562,6.186,p
0.880,1.680,3.771,p
8.721,4.251,2.829,n
6.789,0.242,9.600,p
1.268,6.335,1.621,p
4.337,5.861,9.804,n
6.558,9.838,1.455,n
1.211,9.146,6.332,n
3.825,7.701,7.307,n
4.757,8.935,1.642,p
1.461,5.922,2.701,n
1.535,9.934,2.934,n
0.945,5.687,6.686,p
0.368,7.362,0.424,p
6.415,1.370,2.939,p
4.894,1.504,3.881,n
3.060,2.458,1.472,n
8.601,4.167,8.117,n
3.709,0.257,5.995,p
0.138,9.090,2.972,n
0.684,6.050,7.311,p
9.549,7.250,5.489,n
4.979,3.372,8.699,n
6.332,6.935,9.245,n
2.779,7.849,4.051,p
3.037,9.853,5.270,n
7.228,0.945,0.478,n
5.851,1.699,3.778,p
8.367,5.404,1.379,n
1.208,1.269,9.808,n
0.536,4.999,3.245,p
4.482,2.594,3.502,p
7.371,1.534,7.027,n
9.734,4.867,1.286,n
7.243,5.436,6.039,n
8.297,4.207,4.251,n
3.401,7.516,2.848,n
9.279,2.863,5.147,n
0.578,8.515,8.262,p
1.468,4.515,5.242,p
0.410,8.952,7.073,p
8.621,0.017,5.815,n
0.495,5.443,1.694,p
1.463,2.382,4.348,p
3.065,2.095,1.645,p
6.901,5.651,1.237,n
1.269,9.002,8.566,p
3.749,8.980,2.649,n
1.250,2.412,3.959,p
2.034,9.066,1.345,n
0.945,3.007,5.916,p
6.551,8.591,5.417,n
8.336,4.458,7.694,n
5.301,5.931,3.980,n
1.540,5.522,8.760,p
6.583,7.568,3.160,n
9.447,8.249,4.043,n
8.831,5.083,4.935,n
1.830,4.310,2.733,p
7.681,9.673,7.304,n
0.237,4.960,2.919,p
5.755,1.822,6.412,p
0.005,3.627,5.708,p
8.284,2.260,6.474,n
0.876,1.598,7.063,p
5.642,2.512,7.957,n
3.711,1.361,5.355,p
4.609,3.380,6.887,p
0.141,0.099,0.525,p
8.852,9.396,6.481,n
9.410,0.062,4.980,n
1.410,0.169,0.284,p
5.065,0.004,4.785,p
8.293,9.038,8.697,n
5.341,8.216,5.401,n
9.793,1.620,9.227,n
2.062,4.480,2.321,p
2.119,2.733,9.164,p
5.202,0.011,1.857,p
6.223,3.246,0.909,n
6.370,1.527,3.622,p
9.373,6.062,6.191,n
6.431,9.467,6.024,n
9.463,2.232,8.647,n
1.253,1.167,1.397,n
3.960,3.570,8.276,p
8.053,4.769,0.233,n
1.475,4.042,7.254,p
9.353,6.589,0.589,n
2.947,8.712,7.574,n
3.186,9.286,1.580,n
3.430,2.300,6.374,p
0.453,0.226,2.553,p
8.306,3.604,4.096,n
5.023,4.700,8.361,n
0.941,2.915,3.434,n
7.071,0.176,8.677,p
0.019,5.646,5.568,p
5.437,6.811,2.484,n
7.150,5.985,9.521,p
7.266,0.203,3.898,n
6.684,8.014,0.483,n
6.854,9.430,4.237,n
1.967,4.407,0.088,p
0.313,1.496,5.567,p
3.811,2.267,2.487,p
5.347,0.137,2.053,p
1.054,0.547,4.079,p
7.297,1.955,3.791,n
4.667,1.163,2.059,p
0.940,5.798,8.379,p
7.129,8.395,1.046,n
1.920,2.857,7.105,p
5.629,6.845,6.824,n
2.614,1.724,3.133,p
1.744,2.811,5.235,p
3.133,0.208,6.150,p
4.033,1.519,5.451,p
4.117,6.479,7.784,n
1.872,4.134,9.809,p
5.042,1.578,4.795,p
2.947,2.170,0.662,p
6.205,1.341,4.833,p
2.835,8.351,5.826,n
0.150,8.442,3.971,p
3.447,3.850,1.254,p
5.706,1.967,4.641,p
9.721,9.064,8.830,n
0.337,5.078,8.329,p
8.107,7.657,5.210,n
6.106,2.161,8.294,n
1.097,3.557,4.277,p
7.731,5.173,5.117,n
0.945,5.647,9.261,p
4.391,1.284,6.566,p
0.728,5.781,7.971,p
2.747,5.656,3.205,n
3.539,5.628,2.015,n
1.429,5.774,7.308,p
8.717,2.697,0.164,n
5.938,3.537,8.294,n
1.006,1.923,2.909,p
1.308,0.302,9.387,n
1.874,0.768,1.189,p
1.895,7.234,5.121,n
6.017,4.708,4.702,n
5.465,1.146,6.743,p
9.877,3.313,3.104,n
8.337,4.203,1.688,n
0.238,3.862,9.308,p
0.252,2.968,7.687,p
3.486,4.126,0.699,p
6.475,3.294,7.833,p
2.823,7.116,1.534,n
4.419,6.203,7.599,n
1.003,2.537,8.143,p
2.131,4.533,4.197,n
2.355,2.105,3.769,n
1.811,0.646,8.271,p
9.473,5.160,9.530,n
9.259,1.534,1.521,n
6.966,4.621,5.642,n
0.532,3.807,3.837,p
6.451,9.225,0.706,n
0.421,7.060,1.088,p
7.106,0.274,8.503,p
2.823,4.869,9.934,n
2.117,0.480,9.337,p
7.054,5.507,1.348,p
9.983,5.608,4.235,n
0.139,2.254,9.352,n
3.271,5.571,8.193,n
8.321,9.385,7.434,n
1.531,5.269,0.524,p
0.886,4.080,4.206,p
6.247,3.978,0.354,n
0.608,1.286,7.158,p
1.540,2.896,2.635,p
7.421,0.478,4.680,p
2.966,2.329,6.029,n
3.718,1.207,0.374,p
6.817,0.159,0.831,p
7.259,2.973,4.181,p
5.614,2.561,2.329,n
0.927,2.257,0.532,p
0.912,4.474,5.352,p
1.054,1.268,7.215,p
7.061,6.977,2.930,n
4.266,3.801,6.249,n
4.354,1.013,7.853,p
9.027,5.856,6.230,n
5.549,3.273,4.883,n
3.649,9.234,7.391,n
0.026,4.951,7.687,p
5.825,2.482,1.891,n
8.629,1.188,4.710,n
0.818,3.796,3.169,p
1.021,3.128,7.512,p
8.514,6.767,5.694,n
7.871,1.775,3.579,n
4.584,1.742,2.266,p
0.012,8.203,5.100,n
0.822,7.055,2.959,p
7.837,0.544,5.830,n
7.787,0.796,0.694,n
2.310,7.713,1.104,n
3.669,7.256,7.171,n
0.529,4.674,4.481,p
0.270,1.039,7.522,p
6.309,0.259,6.269,p
2.428,2.845,7.785,p
7.423,4.928,8.718,n
3.715,9.792,3.537,n
0.697,8.553,3.361,n
0.027,5.726,7.840,p
3.546,0.923,5.350,p
5.708,0.057,9.024,p
2.310,0.389,7.103,p
7.426,1.518,3.644,n
3.397,1.017,5.653,p
2.012,0.452,0.550,p
9.419,5.959,5.272,n
2.308,2.937,6.122,p
1.284,0.559,0.978,p
8.967,8.295,4.944,n
4.996,3.718,5.572,n
2.279,5.814,0.424,n
1.018,3.206,4.764,p
2.119,1.318,8.020,p
2.706,9.411,4.562,n
7.520,0.002,1.859,p
0.398,6.592,1.071,p
3.255,2.845,5.629,p
9.207,4.221,1.865,n
1.745,2.656,4.070,p
2.194,5.783,1.311,p
4.612,1.051,1.762,p
7.773,5.557,6.240,n
5.230,1.898,6.816,p
7.807,9.624,7.791,n
2.928,7.967,2.981,p
0.454,1.463,3.069,p
0.351,6.616,8.066,p
0.543,5.562,1.758,n
5.940,6.394,7.106,p
0.753,5.605,1.857,p
2.772,0.202,3.423,p
3.229,2.836,5.907,p
4.954,7.338,0.598,n
9.231,4.174,5.479,n
9.902,3.452,6.971,p
0.193,5.831,4.791,p
1.886,7.857,4.305,n
0.310,6.071,3.812,p
6.355,8.036,7.644,n
1.108,3.846,1.336,p
8.901,8.186,3.804,n
2.855,4.243,2.676,p
1.815,7.671,9.312,n
0.207,4.242,9.647,p
7.288,4.524,3.216,n
3.118,5.348,8.575,n
7.395,7.697,6.066,p
0.172,5.212,8.982,n
4.163,7.885,2.632,n
2.178,4.862,1.754,p
5.197,2.119,7.627,p
5.808,6.438,1.651,n
0.606,6.364,5.062,p
6.268,6.085,3.920,n
6.759,8.536,3.001,n
2.353,1.946,1.859,p
7.756,6.091,9.432,n
2.175,5.288,3.793,p
2.578,3.392,2.424,p
1.976,1.824,5.185,p
0.781,5.223,3.040,p
8.641,9.092,6.640,n
5.570,6.645,4.506,n
2.976,1.238,9.545,p
6.734,9.191,4.265,n
4.725,4.281,7.291,n
1.148,4.452,6.325,p
8.801,6.096,4.278,n
2.693,4.448,7.587,p
3.196,3.755,9.920,p
9.280,3.129,2.466,n
4.899,2.424,8.344,p
1.288,6.893,6.513,n
1.423,7.299,2.065,n
1.147,1.310,9.364,p
1.128,5.241,0.154,p
1.015,2.941,8.180,p
3.585,1.252,7.158,p
1.434,5.131,8.918,p
1.740,5.850,1.870,n
6.290,5.652,6.593,n
8.017,4.783,9.828,n
7.597,6.693,2.497,n
5.283,2.397,4.797,p
8.941,2.544,9.069,n
5.351,1.043,3.531,p
6.853,9.107,3.507,n
4.827,5.541,1.503,n
4.402,5.950,4.325,n
0.547,8.345,1.353,n
8.012,8.854,3.905,n
3.938,5.750,5.409,n
1.052,3.870,9.919,p
4.957,1.142,0.984,p
5.097,3.029,4.831,n
1.274,5.554,8.570,p
8.686,4.659,5.705,n
9.889,6.638,5.376,n
4.881,0.962,4.303,p
0.545,2.677,9.884,p
0.027,4.372,9.915,p
2.751,1.136,7.411,p
8.333,2.790,6.558,n
0.457,0.034,3.964,p
8.404,7.035,4.591,n
1.834,6.337,5.427,n
5.800,4.806,5.531,n
1.233,7.374,5.387,n
8.879,6.763,4.193,n
3.852,5.281,6.119,n
2.606,4.080,7.812,p
0.681,8.814,5.378,n
0.773,4.573,6.638,p
1.703,3.005,4.845,p
2.307,9.580,1.008,n
3.670,5.753,3.492,n
2.119,5.310,5.645,p
1.792,0.202,6.413,p
8.202,2.644,7.862,p
1.399,4.640,2.432,p
0.670,3.107,8.394,p
6.248,0.301,4.321,p
3.837,5.586,4.280,n
5.651,3.962,6.919,n
6.415,0.084,4.229,p
1.305,5.590,9.374,p
6.234,2.003,0.107,n
3.006,5.151,0.216,n
0.787,7.762,4.838,n
1.355,2.883,9.384,p
5.338,5.777,2.640,n
3.958,4.356,0.050,n
3.294,0.681,0.826,p
6.342,1.046,5.460,p
2.254,0.706,7.200,p
0.002,2.549,9.606,p
5.097,8.655,2.950,n
8.406,2.985,3.434,n
3.834,9.575,7.969,n
2.284,3.330,7.950,p
1.575,0.886,5.439,p
2.569,4.747,8.873,p
0.181,7.550,4.662,n
1.092,9.676,9.976,n
2.533,1.755,1.559,p
4.290,0.588,8.186,p
6.318,3.745,8.918,n
4.503,4.534,9.548,n
6.588,7.258,1.336,n
0.155,8.601,7.392,n
4.500,8.320,9.257,n
0.467,1.101,0.121,p
6.998,6.579,9.551,n
4.279,2.435,3.338,p
2.314,5.193,8.169,p
0.307,6.579,4.819,p
6.873,2.235,4.881,n
9.893,6.065,9.316,n
0.096,0.428,1.799,p
2.464,2.107,0.037,p
3.596,5.438,5.942,n
7.044,2.751,8.542,p
8.119,6.657,9.221,n
3.274,3.832,8.540,p
3.220,4.313,2.414,p
9.688,6.478,9.863,p
9.653,9.440,5.064,n
7.168,0.113,8.995,p
5.878,2.480,8.871,n
2.369,1.777,8.247,p
9.567,7.912,0.212,p
2.805,5.580,6.561,n
8.138,1.962,0.119,n
1.049,5.203,0.517,p
1.440,4.391,8.794,p
3.397,2.508,3.994,n
0.992,0.882,7.732,p
4.333,5.770,4.261,n
2.327,3.365,0.148,p
7.055,5.344,9.419,n
5.161,2.750,6.065,p
4.420,1.278,3.321,p
0.887,3.059,6.894,p
3.811,0.455,0.546,p
8.629,4.376,9.933,n
0.839,2.389,9.516,p
0.230,1.609,9.926,p
6.269,0.630,5.772,p
8.476,7.038,7.714,n
6.898,4.801,7.060,n
2.540,1.424,2.090,p
8.105,7.161,5.279,n
6.000,3.050,0.981,n
0.928,2.208,7.163,p
3.898,1.831,7.349,p
9.238,2.597,0.933,n
8.745,2.129,9.364,n
4.846,6.925,7.185,n
7.078,0.726,7.121,n
2.164,7.979,3.493,n
5.657,3.972,0.244,n
6.298,8.460,9.713,n
5.326,7.675,3.621,n
3.897,6.364,0.806,n
4.933,2.276,2.602,p
9.006,4.474,4.794,n
4.216,0.827,4.883,n
7.023,9.545,3.481,n
8.220,4.214,4.627,p
0.646,2.445,0.860,n
5.421,8.439,7.813,n
6.091,4.531,8.600,n
8.606,6.388,8.487,n
5.136,2.456,8.313,p
4.515,5.486,6.890,n
2.679,4.933,3.151,p
0.190,4.273,1.736,p
5.539,1.324,8.308,p
0.910,4.875,2.667,p
9.738,9.053,3.910,n
2.537,1.678,8.942,n
9.130,4.106,7.208,n
6.634,6.196,3.493,p
7.407,9.897,3.309,n
7.430,0.349,4.038,p
3.756,6.926,1.671,n
1.982,1.669,3.770,p
1.820,1.955,4.554,p
4.245,2.470,3.861,p
6.292,7.786,7.113,n
9.917,3.123,4.723,n
0.590,2.056,0.802,p
4.244,5.863,6.607,n
3.584,9.897,1.133,p
2.595,2.634,7.327,p
2.952,0.737,0.166,p
4.041,8.987,9.051,p
3.691,8.965,2.884,n
1.221,5.284,5.828,p
7.262,7.921,7.607,n
6.220,8.870,3.576,n
9.515,2.031,8.579,n
0.665,4.309,5.734,p
4.758,0.252,1.974,p
5.221,3.536,1.292,n
1.479,5.084,5.963,p
0.365,1.717,2.386,p
9.683,2.228,9.532,n
6.921,6.055,0.673,n
8.670,4.895,0.935,n
8.525,1.081,0.526,n
9.738,3.644,2.290,n
9.299,6.360,4.290,n
6.700,1.194,1.908,n
6.972,3.234,3.166,n
6.593,8.284,9.587,n
2.636,2.925,9.776,p
1.654,2.761,5.978,n
7.065,5.749,7.093,n
6.082,3.154,7.525,n
7.077,0.237,7.698,p
9.109,7.292,6.944,p
3.578,0.587,9.381,p
7.512,4.666,7.411,n
0.255,5.847,7.699,p
6.354,1.625,2.881,p
1.032,3.638,3.355,p
6.062,5.712,0.474,n
3.523,7.067,7.579,p
9.116,5.695,7.747,n
1.062,0.094,7.441,p
3.647,9.331,2.388,n
6.601,6.504,8.066,n
8.784,6.275,5.893,n
8.210,3.236,6.680,p
5.859,0.380,1.325,p
4.317,3.075,1.244,p
9.787,8.325,9.228,n
6.183,4.965,4.879,n
5.965,6.622,3.282,n
6.815,8.500,5.416,n
2.315,3.881,3.605,p
2.178,3.709,7.019,p
8.471,8.994,1.025,n
8.412,5.821,7.152,n
4.288,7.333,0.275,n
0.664,4.700,0.207,p
9.142,9.799,4.963,n
9.113,6.272,5.326,n
2.119,3.450,2.073,p
4.111,8.049,7.362,n
4.134,7.845,2.257,n
0.878,5.063,6.411,p
1.832,5.231,9.316,p
9.720,7.867,4.178,n
2.791,6.187,2.542,n
0.546,7.736,8.208,n
3.819,3.468,2.384,p
3.901,9.961,0.165,n
4.263,2.423,7.551,p
2.028,2.646,7.538,p
1.604,3.679,4.106,p
0.093,2.264,7.109,n
5.492,7.401,6.372,p
0.952,2.448,1.332,p
